PO_ID,PO_Line_Item_ID,Order_Creation_DateTime,Acknowledgement_DateTime,Order_Quantity,Order_Volume,Order_Weight,Priority_Flag,Fulfiller_ID,Routing_Lane_ID,Fulfiller_Throughput,Fulfiller_Calendar,Total_Backlog_Ack,Current_Backlog,Relative_Queue_Position,Estimated_Processing_Rate,Days_in_Queue,Day_of_Week,Day_of_Month,Peak_Season,Demand_Surge,Recent_Shipments,Lead_Time_Trend,Lead_Time,Month,Season,On_Time_Performance,Product_Category,Geography,Carrier,Expected_Ship_Date,P50_Confidence,P90_Confidence,Reasoning_Context,Probability_On_Time,On_Time_Performance_Metric,EDD_Accuracy,P50_Calibration,P90_Calibration,Fill_Rate,Lead_Time_Stability,Vendor_Accuracy_Score
PO00314,L00314,2023-09-22 06:05:00,2023-09-25 07:05:00,97,0.91,31.02,Standard,F127,C6-G4,408,1,1787,1680,28,4.379901961,13,4,22,1,0,309,0.92,1,9,Fall,0.91,PC9,Region4,UPS,2023-09-26 07:05:00,1,2,Based on backlog and throughput,0.85,0.93,0.95,0.72,0.83,0.92,0.85,94
PO00315,L00315,2023-05-04 23:26:00,2023-05-07 09:26:00,201,0.27,8.25,Standard,F184,C3-G4,205,0,4209,4080,68,20.53170732,9,3,4,1,0,371,0.9,9,5,Summer,0.87,PC6,Region1,DHL,2023-05-16 09:26:00,9,11,Based on backlog and throughput,0.87,0.84,0.93,0.72,0.91,0.98,0.94,95
PO00316,L00316,2023-09-08 17:48:00,2023-09-12 01:48:00,124,1.63,2.66,Standard,F142,C10-G1,322,1,1960,1877,62,6.086956522,12,4,8,1,0,143,0.94,1,9,Spring,0.98,PC3,Region5,USPS,2023-09-13 01:48:00,1,3,Based on backlog and throughput,0.72,0.81,0.94,0.77,0.88,0.92,0.88,95
PO00317,L00317,2023-05-04 22:30:00,2023-05-07 07:30:00,187,3.92,5.98,Standard,F142,C10-G3,55,1,2061,2047,80,37.47272727,8,3,4,1,1,317,0.98,6,5,Winter,0.96,PC1,Region1,USPS,2023-05-13 07:30:00,6,7,Based on backlog and throughput,0.98,0.81,0.97,0.73,0.8,0.98,0.91,85
PO00318,L00318,2023-11-27 22:31:00,2023-12-01 07:31:00,326,1.46,30.13,Standard,F146,C1-G5,196,1,822,691,86,4.193877551,0,0,27,1,1,83,0.88,2,11,Spring,0.95,PC1,Region4,DHL,2023-12-03 07:31:00,2,3,Based on backlog and throughput,0.83,0.87,1,0.75,0.88,0.96,0.81,88
PO00319,L00319,2023-08-18 00:05:00,2023-08-21 09:05:00,464,1.18,5.2,Standard,F137,C7-G1,233,0,879,830,76,3.772532189,6,4,18,1,1,479,0.89,4,8,Spring,0.95,PC9,Region3,FedEx,2023-08-25 09:05:00,4,5,Based on backlog and throughput,0.97,0.81,0.99,0.71,0.81,0.98,0.9,93
PO00320,L00320,2023-05-31 07:25:00,2023-05-31 12:25:00,349,1.14,19.11,Overnight,F127,C1-G3,77,1,628,463,80,8.155844156,7,2,31,0,1,55,0.91,6,5,Spring,0.91,PC10,Region4,FedEx,2023-06-06 12:25:00,6,8,Based on backlog and throughput,0.7,0.91,0.99,0.82,0.9,0.9,0.93,92
PO00321,L00321,2023-12-21 07:19:00,2023-12-23 14:19:00,259,2.62,27.73,Overnight,F196,C6-G4,499,1,4993,4971,51,10.00601202,2,3,21,1,1,278,0.98,5,12,Spring,0.98,PC5,Region1,DHL,2023-12-28 14:19:00,5,6,Based on backlog and throughput,0.77,0.92,0.99,0.73,0.88,0.97,0.94,76
PO00322,L00322,2023-12-06 18:23:00,2023-12-08 04:23:00,148,4.88,19.74,Overnight,F179,C7-G1,87,1,443,385,42,5.091954023,13,2,6,0,1,272,1.06,11,12,Winter,0.86,PC4,Region5,FedEx,2023-12-19 04:23:00,11,13,Based on backlog and throughput,0.73,0.87,0.96,0.85,0.8,0.91,0.91,81
PO00323,L00323,2023-08-31 17:33:00,2023-09-03 02:33:00,252,2.35,8.6,Standard,F167,C4-G5,168,1,3886,3797,29,23.13095238,3,3,31,1,0,463,1.14,6,8,Fall,0.96,PC5,Region1,FedEx,2023-09-09 02:33:00,6,7,Based on backlog and throughput,0.92,0.94,0.92,0.74,0.83,1,0.92,95
PO00324,L00324,2023-06-26 13:47:00,2023-06-26 23:47:00,443,2.83,14.05,2-day,F160,C1-G4,342,1,3782,3668,82,11.05847953,12,0,26,1,1,165,0.91,3,6,Fall,0.88,PC7,Region1,FedEx,2023-06-29 23:47:00,3,4,Based on backlog and throughput,0.79,0.89,0.93,0.86,0.92,0.97,0.85,71
PO00325,L00325,2023-10-09 10:22:00,2023-10-10 15:22:00,420,4.32,46.45,Standard,F171,C1-G3,420,0,308,234,10,0.7333333333,2,0,9,1,0,455,0.87,5,10,Winter,0.9,PC9,Region4,DHL,2023-10-15 15:22:00,5,6,Based on backlog and throughput,0.94,0.88,0.92,0.74,0.84,0.93,0.82,87
PO00326,L00326,2023-12-26 14:17:00,2023-12-26 17:17:00,403,2.72,33.96,Standard,F196,C9-G1,293,1,4836,4681,39,16.50511945,6,1,26,1,0,466,0.95,2,12,Winter,0.92,PC2,Region2,UPS,2023-12-28 17:17:00,2,3,Based on backlog and throughput,0.94,0.88,0.96,0.84,0.87,0.93,0.9,87
PO00327,L00327,2023-06-06 08:14:00,2023-06-08 09:14:00,346,1,25.05,2-day,F183,C6-G5,117,0,3506,3313,82,29.96581197,8,1,6,1,1,157,1.16,7,6,Spring,0.96,PC1,Region2,USPS,2023-06-15 09:14:00,7,8,Based on backlog and throughput,0.89,0.88,0.93,0.77,0.85,0.99,0.86,85
PO00328,L00328,2023-03-03 23:12:00,2023-03-05 04:12:00,451,1.57,1.13,Standard,F101,C10-G2,263,1,1411,1289,1,5.365019011,2,4,3,1,1,248,0.8,3,3,Winter,0.97,PC6,Region3,UPS,2023-03-08 04:12:00,3,5,Based on backlog and throughput,0.89,0.98,0.94,0.82,0.94,0.99,0.84,98
PO00329,L00329,2023-06-11 03:47:00,2023-06-12 11:47:00,147,1.62,49.62,Standard,F114,C6-G5,267,1,2399,2264,39,8.985018727,12,6,11,1,1,185,1.07,1,6,Fall,0.93,PC5,Region2,FedEx,2023-06-13 11:47:00,1,2,Based on backlog and throughput,0.9,0.93,0.94,0.71,0.88,0.99,0.89,80
PO00330,L00330,2023-10-02 22:11:00,2023-10-06 04:11:00,148,2.05,33.74,Standard,F185,C4-G2,226,1,3436,3280,21,15.20353982,5,0,2,1,1,481,0.99,14,10,Summer,0.91,PC9,Region2,DHL,2023-10-20 04:11:00,14,15,Based on backlog and throughput,0.9,0.86,0.96,0.8,0.9,0.98,0.94,71
PO00331,L00331,2023-04-09 06:47:00,2023-04-10 15:47:00,352,2.19,16.19,Standard,F144,C1-G4,348,1,2047,1909,65,5.882183908,7,6,9,1,1,77,0.86,8,4,Summer,0.98,PC6,Region1,USPS,2023-04-18 15:47:00,8,10,Based on backlog and throughput,0.81,0.94,0.94,0.73,0.81,0.98,0.92,83
PO00332,L00332,2023-09-05 08:46:00,2023-09-08 14:46:00,199,4.02,44.02,Standard,F157,C8-G5,213,1,1019,1002,15,4.784037559,5,1,5,1,1,21,0.93,8,9,Summer,0.88,PC2,Region1,FedEx,2023-09-16 14:46:00,8,10,Based on backlog and throughput,0.9,0.86,0.93,0.8,0.81,0.96,0.82,73
PO00333,L00333,2023-10-29 16:38:00,2023-10-30 23:38:00,308,1.81,13.29,Standard,F130,C10-G5,107,1,2144,1962,4,20.03738318,1,6,29,1,1,107,0.89,3,10,Spring,0.96,PC1,Region4,USPS,2023-11-02 23:38:00,3,5,Based on backlog and throughput,0.96,0.82,0.95,0.73,0.84,0.9,0.83,76
PO00334,L00334,2023-05-25 03:53:00,2023-05-26 11:53:00,489,2.39,27.43,Overnight,F182,C2-G2,318,0,518,469,60,1.628930818,12,3,25,1,1,272,1.15,13,5,Fall,0.94,PC2,Region1,USPS,2023-06-08 11:53:00,13,15,Based on backlog and throughput,0.8,0.89,0.95,0.79,0.85,0.91,0.94,71
PO00335,L00335,2023-04-10 09:14:00,2023-04-11 16:14:00,417,3.16,31.99,Standard,F178,C7-G3,357,1,1849,1708,61,5.179271709,6,0,10,1,1,251,0.99,7,4,Summer,0.9,PC8,Region1,UPS,2023-04-18 16:14:00,7,8,Based on backlog and throughput,0.97,0.94,0.92,0.72,0.9,0.96,0.92,90
PO00336,L00336,2023-07-04 05:19:00,2023-07-06 07:19:00,424,1.95,11.44,Standard,F179,C7-G2,107,1,2942,2825,20,27.4953271,1,1,4,1,0,14,1.03,9,7,Spring,0.85,PC5,Region3,FedEx,2023-07-15 07:19:00,9,10,Based on backlog and throughput,0.7,0.87,0.91,0.74,0.89,0.94,0.83,83
PO00337,L00337,2023-01-08 22:34:00,2023-01-10 03:34:00,128,4.2,48.93,2-day,F131,C3-G3,337,1,1199,1063,10,3.557863501,1,6,8,1,1,369,1.04,8,1,Summer,0.91,PC10,Region2,USPS,2023-01-18 03:34:00,8,10,Based on backlog and throughput,0.8,0.97,0.94,0.82,0.86,0.96,0.88,76
PO00338,L00338,2023-03-06 08:02:00,2023-03-09 17:02:00,39,2.98,37.54,Standard,F105,C2-G4,154,1,3492,3354,87,22.67532468,1,0,6,0,1,303,1.06,3,3,Winter,0.89,PC1,Region1,UPS,2023-03-12 17:02:00,3,4,Based on backlog and throughput,0.74,0.87,0.96,0.9,0.9,0.92,0.84,78
PO00339,L00339,2023-01-28 17:18:00,2023-01-28 22:18:00,338,1.54,28.11,2-day,F187,C10-G1,277,1,2872,2682,34,10.36823105,10,5,28,1,1,159,1,13,1,Winter,0.86,PC8,Region2,DHL,2023-02-10 22:18:00,13,15,Based on backlog and throughput,0.74,0.87,0.99,0.79,0.82,0.96,0.92,77
PO00340,L00340,2023-12-24 04:40:00,2023-12-24 11:40:00,360,3.6,9.44,Standard,F141,C9-G4,296,1,2580,2473,48,8.716216216,14,6,24,0,1,204,0.81,2,12,Spring,0.86,PC6,Region1,USPS,2023-12-26 11:40:00,2,4,Based on backlog and throughput,0.94,0.99,0.99,0.84,0.81,0.92,0.81,78
PO00341,L00341,2023-09-09 03:55:00,2023-09-10 06:55:00,129,2.69,3.17,2-day,F148,C5-G1,237,1,1645,1579,33,6.94092827,0,5,9,1,1,468,0.93,13,9,Spring,0.9,PC4,Region2,FedEx,2023-09-23 06:55:00,13,14,Based on backlog and throughput,0.97,0.89,0.99,0.81,0.93,0.95,0.83,76
PO00342,L00342,2023-01-07 18:18:00,2023-01-11 02:18:00,267,2.72,16.34,Standard,F114,C7-G5,132,1,1170,990,98,8.863636364,13,5,7,1,0,112,0.87,10,1,Spring,0.94,PC10,Region2,DHL,2023-01-21 02:18:00,10,11,Based on backlog and throughput,0.93,0.95,0.96,0.8,0.88,0.95,0.92,88
PO00343,L00343,2023-08-29 15:28:00,2023-09-01 21:28:00,476,2.46,37.78,Standard,F149,C7-G2,235,1,1950,1784,61,8.29787234,10,1,29,1,1,167,1.07,7,8,Spring,0.97,PC10,Region1,USPS,2023-09-08 21:28:00,7,9,Based on backlog and throughput,0.98,0.95,0.9,0.71,0.9,0.92,0.87,86
PO00344,L00344,2023-06-24 05:03:00,2023-06-27 11:03:00,441,2.54,13.83,Standard,F132,C3-G4,301,1,4298,4221,10,14.27906977,0,5,24,1,1,352,0.82,7,6,Summer,0.88,PC9,Region4,USPS,2023-07-04 11:03:00,7,8,Based on backlog and throughput,0.76,0.98,0.99,0.73,0.85,0.99,0.93,95
PO00345,L00345,2023-05-10 15:07:00,2023-05-13 22:07:00,473,3.85,27.21,Standard,F169,C9-G2,404,1,3039,2856,54,7.522277228,13,2,10,0,0,252,1.03,9,5,Spring,0.91,PC10,Region5,FedEx,2023-05-22 22:07:00,9,11,Based on backlog and throughput,0.74,0.82,0.99,0.88,0.86,0.95,0.9,92
PO00346,L00346,2023-02-03 12:31:00,2023-02-04 13:31:00,434,0.6,36.53,2-day,F192,C8-G4,287,1,2003,1848,84,6.979094077,6,4,3,1,1,440,0.88,5,2,Spring,0.9,PC4,Region1,USPS,2023-02-09 13:31:00,5,7,Based on backlog and throughput,0.85,0.85,0.98,0.78,0.81,0.99,0.85,82
PO00347,L00347,2023-02-07 18:40:00,2023-02-08 06:40:00,151,1.74,5.84,Standard,F136,C10-G2,409,1,778,704,65,1.902200489,14,1,7,1,1,185,1.18,4,2,Spring,0.92,PC6,Region3,FedEx,2023-02-12 06:40:00,4,6,Based on backlog and throughput,0.94,0.95,0.99,0.82,0.93,0.93,0.9,80
PO00348,L00348,2023-12-18 01:09:00,2023-12-19 05:09:00,415,0.47,34.42,2-day,F103,C9-G5,233,1,1088,1050,77,4.669527897,12,0,18,1,0,346,0.93,8,12,Winter,0.96,PC5,Region3,FedEx,2023-12-27 05:09:00,8,10,Based on backlog and throughput,0.71,0.91,0.95,0.81,0.89,0.92,0.85,91
PO00349,L00349,2023-03-18 18:19:00,2023-03-18 22:19:00,478,3.79,5.05,Standard,F166,C9-G2,333,1,2575,2551,1,7.732732733,13,5,18,1,1,226,0.93,14,3,Fall,0.93,PC5,Region5,FedEx,2023-04-01 22:19:00,14,15,Based on backlog and throughput,0.99,0.91,1,0.78,0.81,0.9,0.91,87
PO00350,L00350,2023-02-13 07:07:00,2023-02-14 15:07:00,298,1.43,48.27,Standard,F198,C4-G1,434,1,1707,1687,5,3.933179724,13,0,13,1,1,15,1.17,4,2,Winter,0.97,PC10,Region2,FedEx,2023-02-18 15:07:00,4,6,Based on backlog and throughput,0.87,0.83,0.89,0.78,0.92,0.91,0.84,86
PO00351,L00351,2023-10-13 13:38:00,2023-10-15 15:38:00,99,4.5,24.68,Standard,F147,C5-G4,475,1,2969,2832,80,6.250526316,14,4,13,1,1,155,0.97,4,10,Winter,0.92,PC3,Region5,USPS,2023-10-19 15:38:00,4,6,Based on backlog and throughput,0.98,0.85,0.95,0.81,0.87,0.91,0.9,97
PO00352,L00352,2023-11-02 19:14:00,2023-11-06 04:14:00,263,2.68,7.96,Standard,F165,C6-G5,259,1,1602,1432,15,6.185328185,13,3,2,1,1,353,1.19,12,11,Winter,0.93,PC7,Region2,DHL,2023-11-18 04:14:00,12,14,Based on backlog and throughput,0.81,0.9,0.99,0.73,0.91,0.91,0.83,85
PO00353,L00353,2023-09-25 12:28:00,2023-09-28 20:28:00,252,4.02,17.45,Standard,F165,C2-G1,353,0,1889,1875,28,5.351274788,11,0,25,0,0,110,0.81,14,9,Fall,0.91,PC9,Region5,DHL,2023-10-12 20:28:00,14,15,Based on backlog and throughput,0.83,0.85,0.97,0.78,0.8,0.99,0.93,79
PO00354,L00354,2023-08-15 09:55:00,2023-08-15 18:55:00,144,4.9,20.96,Standard,F157,C7-G4,345,1,1525,1478,95,4.420289855,4,1,15,0,0,0,0.92,12,8,Fall,0.97,PC4,Region4,UPS,2023-08-27 18:55:00,12,14,Based on backlog and throughput,0.92,0.84,0.96,0.79,0.8,0.99,0.9,73
PO00355,L00355,2023-10-29 13:19:00,2023-10-29 17:19:00,346,4.21,38.03,Standard,F162,C6-G3,146,1,2540,2455,23,17.39726027,10,6,29,1,1,40,1.07,2,10,Winter,0.98,PC2,Region4,FedEx,2023-10-31 17:19:00,2,4,Based on backlog and throughput,0.93,0.82,0.92,0.9,0.83,0.99,0.88,99
PO00356,L00356,2023-10-19 19:03:00,2023-10-22 03:03:00,112,4.35,37.3,Standard,F105,C4-G3,496,1,2142,1994,17,4.318548387,2,3,19,1,1,47,1.16,13,10,Spring,0.94,PC6,Region1,USPS,2023-11-04 03:03:00,13,14,Based on backlog and throughput,0.77,0.83,0.94,0.77,0.83,1,0.89,73
PO00357,L00357,2023-11-09 23:06:00,2023-11-10 11:06:00,60,2.1,30.79,2-day,F137,C6-G5,257,1,1378,1191,98,5.361867704,0,3,9,1,1,414,0.9,1,11,Winter,0.96,PC9,Region2,USPS,2023-11-11 11:06:00,1,3,Based on backlog and throughput,0.97,0.95,0.97,0.83,0.91,0.95,0.89,91
PO00358,L00358,2023-04-17 20:13:00,2023-04-21 04:13:00,369,2.8,5.74,2-day,F183,C1-G3,419,1,2694,2579,13,6.429594272,10,0,17,1,1,419,1.17,4,4,Winter,0.86,PC10,Region2,UPS,2023-04-25 04:13:00,4,6,Based on backlog and throughput,0.95,0.94,0.96,0.73,0.91,0.95,0.88,80
PO00359,L00359,2023-05-16 21:05:00,2023-05-18 03:05:00,2,1.34,8,2-day,F124,C3-G3,437,1,4789,4740,14,10.95881007,9,1,16,1,1,107,1.04,7,5,Winter,0.98,PC4,Region1,DHL,2023-05-25 03:05:00,7,9,Based on backlog and throughput,0.71,0.81,0.98,0.71,0.89,0.91,0.8,90
PO00360,L00360,2023-03-22 07:11:00,2023-03-22 18:11:00,385,1.06,5.14,Standard,F141,C10-G4,471,0,2536,2386,11,5.384288747,5,2,22,0,1,160,1.12,12,3,Fall,0.88,PC6,Region3,USPS,2023-04-03 18:11:00,12,14,Based on backlog and throughput,0.74,0.84,0.97,0.87,0.93,0.91,0.92,94
PO00361,L00361,2023-10-10 02:10:00,2023-10-11 06:10:00,304,2.58,29.07,Overnight,F165,C10-G2,460,1,3903,3763,28,8.484782609,10,1,10,1,0,160,0.96,9,10,Winter,0.89,PC8,Region3,UPS,2023-10-20 06:10:00,9,10,Based on backlog and throughput,0.84,0.91,0.96,0.85,0.84,0.98,0.83,77
PO00362,L00362,2023-01-02 13:28:00,2023-01-02 20:28:00,254,3.02,43.92,Standard,F110,C8-G1,186,1,2305,2237,42,12.39247312,0,0,2,1,0,358,0.88,9,1,Summer,0.86,PC2,Region2,DHL,2023-01-11 20:28:00,9,10,Based on backlog and throughput,0.83,0.86,0.96,0.76,0.94,0.99,0.87,78
PO00363,L00363,2023-12-19 19:30:00,2023-12-22 00:30:00,140,1.76,21.97,2-day,F112,C4-G2,416,1,1127,1124,96,2.709134615,8,1,19,0,0,127,1.16,12,12,Winter,0.99,PC3,Region1,USPS,2024-01-03 00:30:00,12,13,Based on backlog and throughput,0.91,0.96,0.96,0.8,0.94,0.98,0.89,85
PO00364,L00364,2023-05-30 01:14:00,2023-05-30 08:14:00,453,2.89,8.46,2-day,F121,C6-G2,449,1,3639,3562,99,8.10467706,1,1,30,1,1,209,1.17,10,5,Winter,0.97,PC7,Region4,FedEx,2023-06-09 08:14:00,10,12,Based on backlog and throughput,0.73,0.95,0.96,0.73,0.87,0.98,0.85,79
PO00365,L00365,2023-05-28 22:18:00,2023-05-29 10:18:00,37,4.45,28.12,Standard,F198,C2-G1,233,1,3583,3384,61,15.3776824,0,6,28,1,0,150,1,1,5,Summer,0.98,PC7,Region3,UPS,2023-05-30 10:18:00,1,2,Based on backlog and throughput,0.89,0.97,0.94,0.84,0.81,0.93,0.82,92
PO00366,L00366,2023-12-26 14:04:00,2023-12-27 17:04:00,160,2.83,40.68,Standard,F168,C1-G2,125,1,2341,2333,64,18.728,14,1,26,1,1,443,0.8,5,12,Winter,0.97,PC2,Region1,USPS,2024-01-01 17:04:00,5,6,Based on backlog and throughput,0.88,0.91,0.94,0.71,0.91,0.95,0.88,78
PO00367,L00367,2023-12-18 07:59:00,2023-12-20 18:59:00,9,3.63,37.21,Overnight,F168,C10-G2,336,1,2865,2745,31,8.526785714,11,0,18,1,1,254,0.84,7,12,Winter,0.92,PC2,Region4,UPS,2023-12-27 18:59:00,7,9,Based on backlog and throughput,0.77,0.87,0.94,0.85,0.85,0.95,0.82,72
PO00368,L00368,2023-05-16 20:37:00,2023-05-19 22:37:00,233,4.05,44.13,Standard,F100,C5-G1,424,1,1273,1159,81,3.002358491,6,1,16,1,1,470,1.03,13,5,Winter,0.98,PC1,Region2,UPS,2023-06-01 22:37:00,13,14,Based on backlog and throughput,0.86,0.92,0.96,0.81,0.92,1,0.94,94
PO00369,L00369,2023-12-05 06:27:00,2023-12-06 18:27:00,99,4.94,14.26,Overnight,F180,C6-G1,191,0,3330,3168,73,17.43455497,5,1,5,1,1,462,0.81,7,12,Spring,0.99,PC7,Region4,UPS,2023-12-13 18:27:00,7,8,Based on backlog and throughput,0.76,0.82,0.92,0.76,0.82,0.99,0.85,71
PO00370,L00370,2023-02-28 17:14:00,2023-03-01 20:14:00,147,3.06,10.1,Standard,F108,C5-G4,286,1,3450,3350,10,12.06293706,5,1,28,1,1,217,0.96,10,2,Spring,0.92,PC3,Region2,FedEx,2023-03-11 20:14:00,10,11,Based on backlog and throughput,0.74,0.8,0.99,0.87,0.88,0.96,0.9,78
PO00371,L00371,2023-11-28 04:58:00,2023-11-28 13:58:00,304,4.05,44.05,Standard,F126,C8-G1,74,1,503,355,8,6.797297297,13,1,28,1,1,29,0.92,6,11,Spring,0.87,PC8,Region1,DHL,2023-12-04 13:58:00,6,8,Based on backlog and throughput,0.87,0.8,0.98,0.9,0.88,0.91,0.89,82
PO00372,L00372,2023-05-17 04:04:00,2023-05-19 12:04:00,208,4.82,33.05,2-day,F185,C6-G2,339,1,2825,2640,21,8.333333333,4,2,17,1,1,472,1.09,11,5,Summer,0.94,PC4,Region3,DHL,2023-05-30 12:04:00,11,13,Based on backlog and throughput,0.98,0.88,0.98,0.75,0.82,0.93,0.86,75
PO00373,L00373,2023-01-31 05:50:00,2023-02-02 14:50:00,131,4.73,15.89,Standard,F180,C9-G2,116,0,3482,3337,77,30.01724138,10,1,31,1,1,44,0.82,10,1,Winter,0.99,PC8,Region5,USPS,2023-02-12 14:50:00,10,11,Based on backlog and throughput,0.77,0.84,0.96,0.86,0.85,0.94,0.88,73
PO00374,L00374,2023-06-07 19:47:00,2023-06-09 00:47:00,404,0.79,37.25,Standard,F199,C4-G5,299,1,4263,4167,59,14.25752508,3,2,7,1,1,79,1,4,6,Winter,0.97,PC2,Region3,FedEx,2023-06-13 00:47:00,4,5,Based on backlog and throughput,0.8,0.83,0.93,0.85,0.81,0.99,0.89,97
PO00375,L00375,2023-10-19 09:28:00,2023-10-21 13:28:00,152,2.09,40.85,Standard,F127,C9-G3,457,1,187,-12,50,0.409190372,10,3,19,0,1,38,1.03,3,10,Spring,0.97,PC6,Region1,DHL,2023-10-24 13:28:00,3,5,Based on backlog and throughput,0.77,0.92,0.99,0.85,0.87,0.92,0.9,83
PO00376,L00376,2023-03-05 14:44:00,2023-03-07 22:44:00,54,1.69,30.94,Overnight,F187,C9-G4,167,1,1258,1178,69,7.532934132,3,6,5,1,1,239,1.05,12,3,Summer,0.98,PC9,Region1,USPS,2023-03-19 22:44:00,12,14,Based on backlog and throughput,0.78,0.99,1,0.89,0.93,0.92,0.86,97
PO00377,L00377,2023-06-05 22:25:00,2023-06-06 00:25:00,120,0.53,34.55,2-day,F154,C10-G2,122,1,4373,4331,70,35.8442623,2,0,5,1,1,44,0.96,13,6,Summer,0.98,PC7,Region2,USPS,2023-06-19 00:25:00,13,15,Based on backlog and throughput,0.82,0.83,0.9,0.8,0.84,0.93,0.87,98
PO00378,L00378,2023-05-20 16:34:00,2023-05-23 16:34:00,161,3.2,19.08,Standard,F113,C1-G4,331,1,2957,2863,30,8.933534743,9,5,20,1,1,77,0.92,9,5,Summer,0.96,PC10,Region4,UPS,2023-06-01 16:34:00,9,11,Based on backlog and throughput,0.9,0.9,0.93,0.83,0.91,0.99,0.9,80
PO00379,L00379,2023-09-10 14:05:00,2023-09-13 00:05:00,408,3.71,27.17,2-day,F126,C10-G5,453,1,1481,1476,95,3.269315673,7,6,10,0,1,336,1.07,12,9,Spring,0.95,PC9,Region3,FedEx,2023-09-25 00:05:00,12,13,Based on backlog and throughput,0.71,0.82,0.94,0.86,0.83,0.95,0.92,71
PO00380,L00380,2023-11-03 01:56:00,2023-11-04 12:56:00,116,4.26,26.45,Standard,F168,C1-G3,497,1,4781,4715,17,9.61971831,6,4,3,1,1,395,1.14,13,11,Spring,0.89,PC9,Region5,DHL,2023-11-17 12:56:00,13,15,Based on backlog and throughput,0.98,0.98,1,0.8,0.9,0.96,0.83,98
PO00381,L00381,2023-08-10 23:20:00,2023-08-12 02:20:00,75,0.7,42.48,Standard,F189,C3-G1,409,1,2164,2025,75,5.290953545,8,3,10,1,1,348,1.08,10,8,Winter,0.94,PC7,Region4,FedEx,2023-08-22 02:20:00,10,11,Based on backlog and throughput,0.71,0.86,0.97,0.8,0.94,0.94,0.83,95
PO00382,L00382,2023-11-06 08:01:00,2023-11-07 19:01:00,113,4.39,42.08,Standard,F194,C5-G2,59,1,2474,2375,20,41.93220339,0,0,6,0,1,287,1.17,4,11,Winter,0.92,PC5,Region1,FedEx,2023-11-11 19:01:00,4,6,Based on backlog and throughput,0.96,0.97,0.97,0.76,0.85,0.92,0.92,72
PO00383,L00383,2023-02-16 07:43:00,2023-02-18 10:43:00,456,3.25,41.72,Overnight,F199,C10-G3,260,1,417,406,48,1.603846154,6,3,16,0,1,439,1.09,8,2,Winter,0.97,PC10,Region5,DHL,2023-02-26 10:43:00,8,10,Based on backlog and throughput,0.96,0.85,0.97,0.86,0.94,0.92,0.91,74
PO00384,L00384,2023-10-22 18:01:00,2023-10-26 01:01:00,420,3.55,1.05,2-day,F155,C1-G4,372,1,1602,1537,73,4.306451613,9,6,22,1,1,279,1.11,13,10,Spring,0.92,PC8,Region5,DHL,2023-11-08 01:01:00,13,15,Based on backlog and throughput,0.85,0.95,0.94,0.84,0.88,0.98,0.91,94
PO00385,L00385,2023-12-11 08:36:00,2023-12-12 17:36:00,422,4.56,37.6,Standard,F182,C1-G1,201,1,2142,2141,2,10.65671642,3,0,11,1,1,115,0.87,1,12,Spring,0.87,PC7,Region2,FedEx,2023-12-13 17:36:00,1,3,Based on backlog and throughput,0.74,0.84,0.97,0.79,0.85,0.99,0.82,76
PO00386,L00386,2023-01-21 05:30:00,2023-01-23 15:30:00,104,3.16,38.05,2-day,F109,C7-G3,54,1,4698,4556,37,87,6,5,21,1,1,268,0.97,7,1,Summer,0.85,PC8,Region3,USPS,2023-01-30 15:30:00,7,8,Based on backlog and throughput,0.86,0.86,0.95,0.78,0.93,0.95,0.83,80
PO00387,L00387,2023-09-23 20:28:00,2023-09-27 02:28:00,340,1.75,34.08,2-day,F195,C6-G1,244,1,2122,1972,1,8.696721311,12,5,23,1,0,403,0.99,12,9,Spring,0.94,PC8,Region1,FedEx,2023-10-09 02:28:00,12,13,Based on backlog and throughput,0.88,0.84,0.99,0.71,0.8,0.94,0.94,81
PO00388,L00388,2023-05-23 05:37:00,2023-05-26 06:37:00,254,4.14,37.94,Overnight,F187,C1-G3,491,1,218,62,4,0.4439918534,11,1,23,1,1,334,0.9,6,5,Winter,0.93,PC7,Region5,DHL,2023-06-01 06:37:00,6,7,Based on backlog and throughput,0.95,0.85,0.97,0.7,0.8,0.98,0.83,98
PO00389,L00389,2023-08-12 20:52:00,2023-08-13 02:52:00,227,1.88,42.18,Standard,F119,C7-G2,332,1,809,729,54,2.436746988,0,5,12,1,1,311,1.01,13,8,Winter,0.9,PC3,Region3,FedEx,2023-08-26 02:52:00,13,15,Based on backlog and throughput,0.86,0.96,0.91,0.81,0.89,0.97,0.94,80
PO00390,L00390,2023-09-09 02:30:00,2023-09-11 13:30:00,112,0.27,23.78,Standard,F103,C7-G5,162,1,3657,3523,25,22.57407407,4,5,9,1,0,52,0.92,12,9,Spring,0.87,PC3,Region4,DHL,2023-09-23 13:30:00,12,13,Based on backlog and throughput,0.82,0.92,0.92,0.78,0.92,0.9,0.91,88
PO00391,L00391,2023-06-28 13:21:00,2023-06-30 20:21:00,473,4.17,25.35,Overnight,F158,C2-G3,320,0,4240,4085,3,13.25,2,2,28,1,1,67,1.08,1,6,Fall,0.92,PC9,Region2,USPS,2023-07-01 20:21:00,1,3,Based on backlog and throughput,0.94,0.88,0.96,0.86,0.91,0.94,0.81,82
